Reporting Economy,Product/Sector,Partner Economy,a2015,a2016,a2017,a2018,a2019,a2020,
Albania,MT2 - 05 - Cereals and preparations,North Macedonia,7061626,,,,,,
Albania,MT2 - 05 - Cereals and preparations,Pakistan,1711057,,,,,,
Albania,MT2 - 05 - Cereals and preparations,Panama,108858,,,,,,
Albania,MT2 - 05 - Cereals and preparations,Paraguay,148,,,,,,
Albania,MT2 - 05 - Cereals and preparations,Peru,20413,,,,,,
Albania,MT2 - 05 - Cereals and preparations,Poland,7652424,,,,,,
Albania,MT2 - 05 - Cereals and preparations,Portugal,566625,,,,,,
Albania,MT2 - 05 - Cereals and preparations,Romania,6028292,,,,,,
Albania,MT2 - 05 - Cereals and preparations,Russian Federation,40591190,,,,,,
Albania,MT2 - 05 - Cereals and preparations,"Saudi Arabia, Kingdom of",430,,,,,,
Albania,MT2 - 05 - Cereals and preparations,Serbia,32973845,,,,,,
Albania,MT2 - 05 - Cereals and preparations,Singapore,72387,,,,,,
Albania,MT2 - 05 - Cereals and preparations,Slovak Republic,1828451,,,,,,
Albania,MT2 - 05 - Cereals and preparations,Slovenia,221819,,,,,,
Albania,MT2 - 05 - Cereals and preparations,South Africa,2,,,,,,
Albania,MT2 - 05 - Cereals and preparations,Spain,4487198,,,,,,
Albania,MT2 - 05 - Cereals and preparations,Sri Lanka,5010,,,,,,
Albania,MT2 - 05 - Cereals and preparations,Switzerland,76113,,,,,,
Albania,MT2 - 05 - Cereals and preparations,Chinese Taipei,28176,,,,,,
Albania,MT2 - 05 - Cereals and preparations,Tanzania,1908,,,,,,
Albania,MT2 - 05 - Cereals and preparations,Thailand,181624,,,,,,
Albania,MT2 - 05 - Cereals and preparations,Trinidad and Tobago,2,,,,,,
Albania,MT2 - 05 - Cereals and preparations,Turkey,19883256,,,,,,
Albania,MT2 - 05 - Cereals and preparations,Ukraine,665117,,,,,,
Albania,MT2 - 05 - Cereals and preparations,United Arab Emirates,184,,,,,,
Albania,MT2 - 05 - Cereals and preparations,United Kingdom,534960,,,,,,
Albania,MT2 - 05 - Cereals and preparations,United States of America,445337,,,,,,
Albania,MT2 - 05 - Cereals and preparations,Viet Nam,1424683,,,,,,
Angola,MT2 - 01 - Animal products,World,840631198,581417787,838729674,,,,
Angola,MT2 - 01 - Animal products,Argentina,23646143,13706134,13595452,,,,
Angola,MT2 - 01 - Animal products,Australia,2369201,1713645,4064059,,,,
Angola,MT2 - 01 - Animal products,Austria,2670527,23817,64224,,,,
Angola,MT2 - 01 - Animal products,Bangladesh,317,,50216,,,,
Angola,MT2 - 01 - Animal products,Belarus,,,67247,,,,
Angola,MT2 - 01 - Animal products,Belgium,22365353,5990117,9884244,,,,
Angola,MT2 - 01 - Animal products,Benin,76800,,,,,,
Angola,MT2 - 01 - Animal products,Botswana,661423,1781291,1129953,,,,
Angola,MT2 - 01 - Animal products,Brazil,280942230,224376519,321895894,,,,
Angola,MT2 - 01 - Animal products,Cabo Verde,477,148,,,,,
Angola,MT2 - 01 - Animal products,Cameroon,,956,,,,,
Angola,MT2 - 01 - Animal products,Canada,9117149,2533836,3383946,,,,
Angola,MT2 - 01 - Animal products,Chile,1354099,916102,345277,,,,
Angola,MT2 - 01 - Animal products,China,4004489,403532,1028799,,,,
Angola,MT2 - 01 - Animal products,Colombia,1059251,315531,,,,,
Angola,MT2 - 01 - Animal products,Congo,955343,142061,491790,,,,
Angola,MT2 - 01 - Animal products,Croatia,210325,,120905,,,,
Angola,MT2 - 01 - Animal products,Cuba,13337,1053,2214,,,,
Angola,MT2 - 01 - Animal products,Cyprus,,16667,129519,,,,
Angola,MT2 - 01 - Animal products,Czech Republic,,,10673,,,,
Angola,MT2 - 01 - Animal products,Democratic Republic of the Congo,119938,2597,379,,,,
Angola,MT2 - 01 - Animal products,Denmark,175879,,43063,,,,
Angola,MT2 - 01 - Animal products,Dominican Republic,,18000,,,,,
Angola,MT2 - 01 - Animal products,Ecuador,1730,,,,,,
Angola,MT2 - 01 - Animal products,Estonia,,,55003,,,,
Angola,MT2 - 01 - Animal products,Ethiopia,,,1045,,,,
Angola,MT2 - 01 - Animal products,France,4955879,633623,2044004,,,,
Angola,MT2 - 01 - Animal products,Germany,7736714,1155035,1323981,,,,
Angola,MT2 - 01 - Animal products,Ghana,,22346,156,,,,
Angola,MT2 - 01 - Animal products,Greece,136317,,,,,,
Angola,MT2 - 01 - Animal products,"Hong Kong, China",35535,,,,,,
Angola,MT2 - 01 - Animal products,Iceland,67850,,,,,,
Angola,MT2 - 01 - Animal products,India,56215562,19073920,30158023,,,,
Angola,MT2 - 01 - Animal products,Indonesia,6017,94749,282706,,,,
Angola,MT2 - 01 - Animal products,Ireland,445638,134335,122237,,,,
Angola,MT2 - 01 - Animal products,Israel,43,4430,44351,,,,
Angola,MT2 - 01 - Animal products,Italy,24571943,26842563,27805262,,,,
Angola,MT2 - 01 - Animal products,Japan,42,,,,,,
Angola,MT2 - 01 - Animal products,Jordan,89313,,,,,,
Angola,MT2 - 01 - Animal products,Kenya,2837,890,76,,,,
Angola,MT2 - 01 - Animal products,"Korea, Republic of",27935,45,,,,,
Angola,MT2 - 01 - Animal products,Kyrgyz Republic,,,203388,,,,
Angola,MT2 - 01 - Animal products,Lebanese Republic,3537225,7509948,2982030,,,,
Angola,MT2 - 01 - Animal products,Liberia,,3662,403783,,,,
Angola,MT2 - 01 - Animal products,Mauritania,494636,,,,,,
Angola,MT2 - 01 - Animal products,Mauritius,3714,3805,,,,,
Angola,MT2 - 01 - Animal products,Mexico,402084,216201,347992,,,,
Angola,MT2 - 01 - Animal products,Montenegro,56450,,,,,,
Angola,MT2 - 01 - Animal products,Morocco,91249,,30579,,,,
Angola,MT2 - 01 - Animal products,Mozambique,1112,,415,,,,
Angola,MT2 - 01 - Animal products,Namibia,1679393,1212145,3603362,,,,
Angola,MT2 - 01 - Animal products,Netherlands,12062653,5596799,5089842,,,,
Angola,MT2 - 01 - Animal products,New Zealand,176135,,,,,,
Angola,MT2 - 01 - Animal products,Nigeria,,135,132419,,,,
Angola,MT2 - 01 - Animal products,Panama,147562,,,,,,
Angola,MT2 - 01 - Animal products,Paraguay,15618030,6519485,13075680,,,,
Angola,MT2 - 01 - Animal products,Peru,665037,184991,50981,,,,
Angola,MT2 - 01 - Animal products,Philippines,74640,,,,,,
Angola,MT2 - 01 - Animal products,Poland,1820075,1177877,1017104,,,,
Angola,MT2 - 01 - Animal products,Portugal,122856497,98520122,106950316,,,,
Angola,MT2 - 01 - Animal products,Romania,303376,,3000,,,,
Angola,MT2 - 01 - Animal products,Russian Federation,83357,278554,514978,,,,
Angola,MT2 - 01 - Animal products,"Saudi Arabia, Kingdom of",101180,7071,,,,,
Angola,MT2 - 01 - Animal products,Singapore,114106,,103347,,,,
Angola,MT2 - 01 - Animal products,South Africa,10680935,11880915,15248785,,,,
Angola,MT2 - 01 - Animal products,Spain,9217568,1939545,4483941,,,,
Angola,MT2 - 01 - Animal products,Sweden,371433,,50624,,,,
Angola,MT2 - 01 - Animal products,Chinese Taipei,,1021,,,,,
Angola,MT2 - 01 - Animal products,Tanzania,350,,,,,,
Angola,MT2 - 01 - Animal products,Thailand,,,11350,,,,
Angola,MT2 - 01 - Animal products,Turkey,11923923,4414378,8350215,,,,
Angola,MT2 - 01 - Animal products,Ukraine,760621,195930,327637,,,,
Angola,MT2 - 01 - Animal products,United Arab Emirates,3421328,127838,1348185,,,,
Angola,MT2 - 01 - Animal products,United Kingdom,4264031,580575,840784,,,,
Angola,MT2 - 01 - Animal products,United States of America,193149865,140121461,254532371,,,,
Angola,MT2 - 01 - Animal products,Uruguay,1886315,845858,364234,,,,
Angola,MT2 - 01 - Animal products,"Venezuela, Bolivarian Republic of",,,112430,,,,
Angola,MT2 - 01 - Animal products,Viet Nam,79914,,67595,,,,
Angola,MT2 - 01 - Animal products,Zambia,332126,134596,148169,,,,
Angola,MT2 - 01 - Animal products,Zimbabwe,9143,430,,,,,
Angola,MT2 - 02 - Dairy products,World,128482622,98626481,118570492,,,,
Angola,MT2 - 02 - Dairy products,Argentina,175417,159441,,,,,
Angola,MT2 - 02 - Dairy products,Australia,,3044,43962,,,,
Angola,MT2 - 02 - Dairy products,Austria,,,94365,,,,
Angola,MT2 - 02 - Dairy products,Bangladesh,288902,,,,,,
Angola,MT2 - 02 - Dairy products,Belgium,4696383,3768902,4816813,,,,
Angola,MT2 - 02 - Dairy products,Brazil,12748409,9761702,5332343,,,,
Angola,MT2 - 02 - Dairy products,Cabo Verde,15,,,,,,
Angola,MT2 - 02 - Dairy products,Cameroon,58,,,,,,
Angola,MT2 - 02 - Dairy products,Canada,5324,64,7530,,,,
Angola,MT2 - 02 - Dairy products,China,267413,10354,27565,,,,
Angola,MT2 - 02 - Dairy products,Congo,,,382,,,,
Angola,MT2 - 02 - Dairy products,Croatia,,27333,,,,,
Angola,MT2 - 02 - Dairy products,Democratic Republic of the Congo,17333,12553,235,,,,
Angola,MT2 - 02 - Dairy products,Denmark,,40027,172181,,,,
Angola,MT2 - 02 - Dairy products,Egypt,236511,123744,224113,,,,
Angola,MT2 - 02 - Dairy products,Eswatini,,,3490,,,,
Angola,MT2 - 02 - Dairy products,Ethiopia,231,,286,,,,
Angola,MT2 - 02 - Dairy products,France,3854657,2440569,2300788,,,,
Angola,MT2 - 02 - Dairy products,Germany,3127374,2213950,2341051,,,,
Angola,MT2 - 02 - Dairy products,Guinea,360,,389,,,,
Angola,MT2 - 02 - Dairy products,Hungary,2712,,2054,,,,
Angola,MT2 - 02 - Dairy products,Iceland,59815,,,,,,
Angola,MT2 - 02 - Dairy products,India,6828,,2532,,,,
Angola,MT2 - 02 - Dairy products,Indonesia,158598,658,,,,,
Angola,MT2 - 02 - Dairy products,Ireland,221308,602453,748459,,,,
Angola,MT2 - 02 - Dairy products,Italy,464645,49523,339863,,,,
Angola,MT2 - 02 - Dairy products,Japan,69,9,31,,,,
Angola,MT2 - 02 - Dairy products,Kenya,,,44,,,,
Angola,MT2 - 02 - Dairy products,Lebanese Republic,146601,105992,38999,,,,
Angola,MT2 - 02 - Dairy products,Lithuania,,,57940,,,,
Angola,MT2 - 02 - Dairy products,Malaysia,6986762,3672053,6913324,,,,
Angola,MT2 - 02 - Dairy products,Malta,,,106895,,,,
Angola,MT2 - 02 - Dairy products,Mauritius,10258,1992,5544,,,,
Angola,MT2 - 02 - Dairy products,Morocco,1962317,1199220,1135334,,,,
Angola,MT2 - 02 - Dairy products,Namibia,182798,3611,1075,,,,
Angola,MT2 - 02 - Dairy products,Netherlands,212419,297193,747056,,,,
Angola,MT2 - 02 - Dairy products,New Zealand,423934,61840,186114,,,,
Angola,MT2 - 02 - Dairy products,Nigeria,,207,1313,,,,
Angola,MT2 - 02 - Dairy products,Panama,9147,,,,,,
Angola,MT2 - 02 - Dairy products,Peru,,50327,51612,,,,
Angola,MT2 - 02 - Dairy products,Poland,381673,389629,1519182,,,,
Angola,MT2 - 02 - Dairy products,Portugal,80950725,67451746,80799057,,,,
Angola,MT2 - 02 - Dairy products,"Saudi Arabia, Kingdom of",1579,,,,,,
Angola,MT2 - 02 - Dairy products,Singapore,951508,225797,1298178,,,,
Angola,MT2 - 02 - Dairy products,South Africa,5009907,3337692,6388219,,,,
Angola,MT2 - 02 - Dairy products,Spain,2548452,1462555,1008851,,,,
Angola,MT2 - 02 - Dairy products,Switzerland,,51,,,,,
Angola,MT2 - 02 - Dairy products,Chinese Taipei,,431,,,,,
Angola,MT2 - 02 - Dairy products,Thailand,,218783,235836,,,,
Angola,MT2 - 02 - Dairy products,Turkey,,32200,349607,,,,
Angola,MT2 - 02 - Dairy products,Ukraine,3966,51301,176089,,,,
Angola,MT2 - 02 - Dairy products,United Arab Emirates,583455,13241,135590,,,,
Angola,MT2 - 02 - Dairy products,United Kingdom,209350,109933,137455,,,,
Angola,MT2 - 02 - Dairy products,United States of America,1135221,201836,206575,,,,
Angola,MT2 - 02 - Dairy products,Uruguay,299842,428755,598287,,,,
Angola,MT2 - 02 - Dairy products,Viet Nam,139546,95770,13882,,,,
Angola,MT2 - 02 - Dairy products,Zambia,800,,,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",World,230048153,150860987,226083096,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Algeria,27883,,264234,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Antigua and Barbuda,,,35175,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Argentina,1212727,849361,2507390,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Australia,,132306,29,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Belgium,6008946,4473009,5478230,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Brazil,3138777,3913893,1731564,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Cabo Verde,14,,,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Canada,39356357,33960598,75546650,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Chile,152451,,,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",China,23653603,7918990,21051716,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Congo,147406,121252,141884,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Costa Rica,25671,,,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Côte d'Ivoire,24921,,,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Croatia,,77664,8522,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Cuba,30618,,,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Cyprus,,,839,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Democratic Republic of the Congo,491915,4969,789,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Denmark,44765,,108085,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Djibouti,132257,,,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Ecuador,2399,,,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Egypt,128070,14700,301935,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Ethiopia,295510,24686,6907,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",France,1144589,255973,508701,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Germany,999952,1087531,1521026,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Ghana,,,28500,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Greece,115488,,4884,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Guinea,3256,,3512,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants","Hong Kong, China",,126,31996,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",India,411631,345114,307996,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Indonesia,220341,81629,162371,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Iran,38330,22121,68,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Ireland,9121,65468,,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Israel,1201775,1919728,2026746,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Italy,11641455,9417573,15757672,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Japan,644,305,678,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Kenya,99439,89407,47113,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants","Korea, Republic of",80309,14404,,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Kyrgyz Republic,5792,144242,100700,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Lebanese Republic,212466,207640,208491,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Malaysia,136996,44022,,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Malta,,,13150,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Mauritius,69037,69160,23376,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Mexico,7231830,5590183,10201957,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Morocco,299292,40607,,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Mozambique,127801,125250,,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Namibia,4422027,2853617,1434097,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Netherlands,2149544,1051945,1433887,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",New Zealand,620,,,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Nigeria,992,59,2224,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Norway,,,121,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Pakistan,770782,116944,252878,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Panama,28579,,,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Paraguay,,54478,,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Peru,,63182,371,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Philippines,,,35876,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Poland,211661,19208,3385,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Portugal,42786235,32681613,38386970,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Saint Kitts and Nevis,1992,1753,920,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Sao Tomé and Principe,129957,95192,89146,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants","Saudi Arabia, Kingdom of",10419,,30198,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Singapore,,371720,68544,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",South Africa,70653145,34756177,40852991,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Spain,1252492,796550,1719972,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Sweden,,722629,,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Switzerland,37871,47522,,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Chinese Taipei,,10378,,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Tanzania,43938,4740,11210,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Thailand,337579,339541,342163,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Tunisia,74150,16900,34264,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Turkey,23500,,1029301,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Uganda,,,1693,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Ukraine,260,,,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",United Arab Emirates,943003,1307522,690156,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",United Kingdom,143661,385142,416997,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",United States of America,6254449,3854754,812305,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Uruguay,474022,,49979,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Viet Nam,125778,118752,220757,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Zambia,232996,150019,29805,,,,
Angola,"MT2 - 03 - Fruits, vegetables, plants",Zimbabwe,14667,28542,,,,,
Angola,"MT2 - 04 - Coffee, tea",World,39356600,27921125,38372929,,,,
Angola,"MT2 - 04 - Coffee, tea",Argentina,2449765,790133,1620483,,,,
Angola,"MT2 - 04 - Coffee, tea",Australia,,,38,,,,
Angola,"MT2 - 04 - Coffee, tea",Belgium,1151464,600163,468006,,,,
Angola,"MT2 - 04 - Coffee, tea",Brazil,3115846,1733252,2398737,,,,
Angola,"MT2 - 04 - Coffee, tea",Brunei Darussalam,,1223,,,,,
Angola,"MT2 - 04 - Coffee, tea",Bulgaria,39907,,,,,,
Angola,"MT2 - 04 - Coffee, tea",Cabo Verde,,115,,,,,
Angola,"MT2 - 04 - Coffee, tea",Canada,17935,,13223,,,,
Angola,"MT2 - 04 - Coffee, tea",China,1248313,639098,1445459,,,,
Angola,"MT2 - 04 - Coffee, tea",Colombia,268588,176302,459748,,,,
Angola,"MT2 - 04 - Coffee, tea",Congo,5550,,36,,,,
Angola,"MT2 - 04 - Coffee, tea",Cuba,83,,,,,,
Angola,"MT2 - 04 - Coffee, tea",Cyprus,,,5593,,,,
Angola,"MT2 - 04 - Coffee, tea",Democratic Republic of the Congo,2378,4984,3097,,,,
Angola,"MT2 - 04 - Coffee, tea",Denmark,4151,,,,,,
Angola,"MT2 - 04 - Coffee, tea",Ecuador,,46125,,,,,
Angola,"MT2 - 04 - Coffee, tea",Egypt,,12,3771,,,,
Angola,"MT2 - 04 - Coffee, tea",Finland,28239,,22982,,,,
Angola,"MT2 - 04 - Coffee, tea",France,180035,47708,54036,,,,
Angola,"MT2 - 04 - Coffee, tea",Germany,222129,42002,72412,,,,
Angola,"MT2 - 04 - Coffee, tea",Guinea,244,,,,,,
Angola,"MT2 - 04 - Coffee, tea",Hungary,916,3486,8662,,,,
Angola,"MT2 - 04 - Coffee, tea",India,326455,1369,386178,,,,
Angola,"MT2 - 04 - Coffee, tea",Indonesia,27149,35899,,,,,
Angola,"MT2 - 04 - Coffee, tea",Israel,52068,1738,226,,,,
Angola,"MT2 - 04 - Coffee, tea",Italy,120230,57948,118468,,,,
Angola,"MT2 - 04 - Coffee, tea",Japan,65,,224,,,,
Angola,"MT2 - 04 - Coffee, tea",Kenya,183,48,2090,,,,
Angola,"MT2 - 04 - Coffee, tea","Korea, Republic of",1274,985729,2059589,,,,
Angola,"MT2 - 04 - Coffee, tea",Lebanese Republic,319509,121755,61800,,,,
Angola,"MT2 - 04 - Coffee, tea",Malaysia,39177,37847,112477,,,,
Angola,"MT2 - 04 - Coffee, tea",Mali,,,1823,,,,
Angola,"MT2 - 04 - Coffee, tea",Malta,,,4649,,,,
Angola,"MT2 - 04 - Coffee, tea",Mauritania,4750,,,,,,
Angola,"MT2 - 04 - Coffee, tea",Mexico,2991048,1904179,2467419,,,,
Angola,"MT2 - 04 - Coffee, tea",Namibia,97811,7433,1384,,,,
Angola,"MT2 - 04 - Coffee, tea",Netherlands,295787,62979,146288,,,,
Angola,"MT2 - 04 - Coffee, tea",Nigeria,,34,5987,,,,
Angola,"MT2 - 04 - Coffee, tea",Norway,,,16,,,,
Angola,"MT2 - 04 - Coffee, tea",Oman,55317,21595,,,,,
Angola,"MT2 - 04 - Coffee, tea",Pakistan,79798,,577943,,,,
Angola,"MT2 - 04 - Coffee, tea",Panama,16829,,,,,,
Angola,"MT2 - 04 - Coffee, tea",Philippines,,,154,,,,
Angola,"MT2 - 04 - Coffee, tea",Poland,145032,129712,70298,,,,
Angola,"MT2 - 04 - Coffee, tea",Portugal,10175067,11128344,15384031,,,,
Angola,"MT2 - 04 - Coffee, tea",Saint Kitts and Nevis,,312,,,,,
Angola,"MT2 - 04 - Coffee, tea",Sao Tomé and Principe,,,1506,,,,
Angola,"MT2 - 04 - Coffee, tea","Saudi Arabia, Kingdom of",55177,680,,,,,
Angola,"MT2 - 04 - Coffee, tea",Senegal,,12000,,,,,
Angola,"MT2 - 04 - Coffee, tea",Singapore,449883,22359,120590,,,,
Angola,"MT2 - 04 - Coffee, tea",Slovenia,4833,,,,,,
Angola,"MT2 - 04 - Coffee, tea",South Africa,9206789,4455438,4945292,,,,
Angola,"MT2 - 04 - Coffee, tea",Spain,162179,416493,325634,,,,
Angola,"MT2 - 04 - Coffee, tea",Sri Lanka,2498153,3663731,3581312,,,,
Angola,"MT2 - 04 - Coffee, tea",Suriname,225267,,,,,,
Angola,"MT2 - 04 - Coffee, tea",Switzerland,23413,83,15436,,,,
Angola,"MT2 - 04 - Coffee, tea",Thailand,1301441,293183,475,,,,
Angola,"MT2 - 04 - Coffee, tea",Turkey,778348,28871,909810,,,,
Angola,"MT2 - 04 - Coffee, tea",United Arab Emirates,214726,220275,142619,,,,
Angola,"MT2 - 04 - Coffee, tea",United Kingdom,10060,58646,80087,,,,
Angola,"MT2 - 04 - Coffee, tea",United States of America,598813,141168,257715,,,,
